# RECORDING
6029,533108,-0.9984,-0.0185,0.2357,-3.92,-46.20,1.89,22.16,73.96,295.66,149.97,-49.63,727.49
6030,533141,-0.9540,-0.0176,0.3431,40.60,-44.24,-2.24,20.43,72.55,292.54,147.43,-45.64,727.97
6031,533174,-0.9448,-0.0107,0.3733,72.31,-37.31,-3.78,20.18,71.33,289.87,145.26,-38.76,728.36
6032,533207,-1.2420,-0.0976,-0.4782,65.10,-17.92,-6.93,21.18,71.18,288.64,141.63,-29.70,730.92
6033,533240,-1.4952,-0.0556,-0.3289,14.63,11.13,-9.66,21.25,71.94,288.20,135.84,-20.29,732.96
6034,533273,-0.9897,-0.0405,-0.1986,-7.49,28.14,-9.03,21.26,73.21,288.46,132.94,-17.03,733.74
6035,533306,-1.0321,-0.0410,-0.1718,-20.93,40.88,-7.63,21.53,74.86,289.46,131.85,-15.58,735.69
6036,533339,-1.0551,-0.0644,-0.1552,-22.26,52.99,-4.20,22.91,76.84,291.64,131.13,-15.58,735.30
6037,533372,-1.0004,-0.0922,-0.1225,-22.47,61.60,-4.83,25.25,79.06,294.80,131.13,-14.85,734.91
6038,533405,-1.0189,-0.1176,-0.0869,-23.31,66.99,-7.28,28.73,81.45,299.12,130.77,-14.49,735.39
6039,533438,-1.0214,-0.1240,-0.0595,-28.84,69.09,-12.67,33.52,83.93,304.92,130.04,-14.85,734.82
6040,533471,-0.9672,-0.1166,-0.0542,-39.62,68.88,-15.96,43.08,86.37,315.83,130.04,-15.58,734.91
6041,533504,-0.9862,-0.0883,-0.0820,-62.02,70.00,-18.13,83.30,88.38,358.14,129.68,-17.03,735.30
6042,533537,-0.9575,-0.1059,-0.0761,-74.13,72.94,-18.83,162.88,87.54,80.19,130.40,-17.39,734.52
6043,533570,-0.9682,-0.0878,-0.0210,-48.02,73.64,-21.84,-176.81,85.28,102.11,131.13,-18.84,734.52
6044,533603,-1.0297,-0.0244,0.0459,1.89,70.21,-24.50,-170.63,83.14,108.24,131.49,-19.56,735.39
6045,533636,-1.0795,0.0376,0.0659,37.73,65.10,-26.46,-166.45,81.11,111.20,132.22,-21.37,735.69
6046,533669,-1.0512,0.0942,0.0839,36.19,59.22,-26.74,-163.61,79.25,112.88,132.21,-21.73,735.21
6047,533702,-1.0307,0.1147,0.0947,26.39,53.41,-24.15,-161.89,77.58,113.76,132.22,-22.10,735.78
6048,533735,-1.0507,0.1244,0.0942,10.15,47.74,-19.53,-161.34,76.14,113.99,132.58,-22.46,735.78
